,Gender,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore,Average Score,WklyStudyHoursValue
17932,male,associate's degree,free/reduced,completed,divorced,never,no,4.0,school_bus,5 - 10,46,56,57,53.0,2.0
17933,male,some high school,free/reduced,none,divorced,sometimes,yes,2.0,private,5 - 10,80,72,71,74.0,2.0
17934,male,high school,free/reduced,none,single,sometimes,yes,3.0,private,< 5,54,48,47,50.0,1.0
17935,female,associate's degree,free/reduced,none,widowed,sometimes,no,3.0,private,5 - 10,54,65,59,59.0,2.0
17936,female,high school,free/reduced,none,single,never,yes,5.0,school_bus,< 5,45,57,56,53.0,1.0
17937,female,some high school,standard,none,married,sometimes,no,3.0,school_bus,5 - 10,57,56,62,58.0,2.0
17938,male,associate's degree,standard,completed,divorced,sometimes,yes,1.0,private,> 10,96,92,95,94.0,3.0
17939,female,master's degree,standard,none,divorced,never,yes,1.0,school_bus,5 - 10,59,78,74,70.0,2.0
17940,female,bachelor's degree,standard,none,married,sometimes,no,2.0,private,5 - 10,67,77,73,72.0,2.0
17941,male,some high school,standard,none,married,sometimes,no,4.0,school_bus,5 - 10,77,68,64,70.0,2.0
17942,male,some high school,free/reduced,none,single,never,yes,5.0,school_bus,5 - 10,46,52,42,47.0,2.0
17943,female,some college,standard,none,divorced,regularly,yes,2.0,school_bus,< 5,60,81,79,73.0,1.0
17944,male,associate's degree,standard,completed,single,sometimes,yes,5.0,school_bus,5 - 10,80,80,83,81.0,2.0
17945,male,some high school,standard,none,widowed,regularly,yes,2.0,private,> 10,65,54,51,57.0,3.0
17946,male,some high school,free/reduced,none,single,regularly,no,3.0,school_bus,5 - 10,52,45,36,44.0,2.0
17947,female,high school,standard,none,married,sometimes,yes,3.0,school_bus,5 - 10,63,73,72,69.0,2.0
17948,female,some college,free/reduced,completed,single,never,yes,6.0,private,< 5,66,86,78,77.0,1.0
17949,female,some college,free/reduced,none,married,sometimes,yes,2.0,school_bus,< 5,54,70,69,64.0,1.0
17950,male,some high school,standard,none,married,regularly,yes,0.0,private,5 - 10,74,73,76,74.0,2.0
17951,male,associate's degree,standard,none,married,regularly,no,1.0,private,< 5,66,76,78,73.0,1.0
17952,male,some college,free/reduced,none,single,regularly,yes,0.0,school_bus,> 10,65,52,51,56.0,3.0
17953,female,some high school,standard,none,married,regularly,yes,3.0,school_bus,5 - 10,76,86,89,84.0,2.0
17954,male,master's degree,standard,completed,married,sometimes,yes,1.0,private,< 5,89,84,89,87.0,1.0
17955,female,associate's degree,free/reduced,none,married,never,no,1.0,private,< 5,58,76,69,68.0,1.0
17956,male,bachelor's degree,free/reduced,none,married,sometimes,yes,1.0,school_bus,< 5,55,48,48,50.0,1.0
17957,female,associate's degree,standard,none,married,regularly,no,1.0,school_bus,5 - 10,59,66,68,64.0,1.8977295694940375
17958,male,associate's degree,free/reduced,none,single,regularly,yes,1.0,school_bus,< 5,64,66,62,64.0,1.0
17959,male,some college,standard,none,single,sometimes,yes,2.0,private,5 - 10,47,40,35,41.0,2.0
17960,male,associate's degree,standard,none,single,sometimes,no,1.0,school_bus,5 - 10,70,65,65,67.0,2.0
17961,female,some college,free/reduced,completed,married,sometimes,yes,1.0,private,5 - 10,74,87,82,81.0,2.0
17962,female,some high school,free/reduced,completed,married,never,no,2.0,private,< 5,46,60,58,55.0,1.0
17963,male,some college,standard,none,single,sometimes,yes,1.0,school_bus,5 - 10,76,66,58,67.0,2.0
17964,male,bachelor's degree,free/reduced,completed,married,never,yes,1.0,private,5 - 10,57,59,60,59.0,2.0
17965,female,some college,free/reduced,none,married,never,yes,2.0,school_bus,5 - 10,55,64,58,59.0,2.0
17966,male,bachelor's degree,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10,93,84,87,88.0,1.8977295694940375
17967,female,associate's degree,standard,none,divorced,sometimes,yes,2.0,private,5 - 10,59,59,66,61.0,2.0
17968,male,high school,free/reduced,none,married,sometimes,no,2.0,private,5 - 10,69,59,62,63.0,2.0
17969,female,some high school,free/reduced,none,divorced,sometimes,yes,3.0,school_bus,> 10,54,61,63,59.0,3.0
17970,female,associate's degree,standard,none,widowed,sometimes,yes,1.0,school_bus,> 10,57,50,63,57.0,3.0
17971,female,bachelor's degree,standard,completed,widowed,regularly,yes,2.0,private,< 5,95,98,97,97.0,1.0
17972,female,high school,free/reduced,none,divorced,regularly,no,4.0,school_bus,< 5,58,61,67,62.0,1.0
17973,female,high school,free/reduced,none,divorced,never,yes,2.0,private,> 10,60,59,59,59.0,3.0
17974,female,bachelor's degree,standard,completed,married,sometimes,no,4.0,school_bus,< 5,61,69,70,67.0,1.0
17975,female,high school,standard,none,married,sometimes,yes,1.0,school_bus,> 10,45,52,51,49.0,3.0
17976,female,some college,standard,none,married,regularly,yes,3.0,private,< 5,55,56,57,56.0,1.0
17977,male,some college,free/reduced,completed,single,sometimes,no,3.0,private,> 10,61,54,53,56.0,3.0
17978,male,high school,free/reduced,none,divorced,sometimes,no,5.0,private,< 5,50,37,37,41.0,1.0
17979,female,bachelor's degree,standard,completed,married,sometimes,yes,3.0,school_bus,> 10,83,85,93,87.0,3.0
17980,male,associate's degree,free/reduced,none,married,regularly,no,1.0,school_bus,5 - 10,48,43,48,46.0,2.0
17981,male,some college,free/reduced,none,married,sometimes,yes,3.0,private,5 - 10,46,47,42,45.0,2.0
17983,male,associate's degree,standard,none,married,sometimes,no,2.0,private,5 - 10,92,86,79,86.0,2.0
17984,male,associate's degree,free/reduced,completed,married,sometimes,yes,0.0,school_bus,> 10,81,74,69,75.0,3.0
17985,female,some college,free/reduced,none,single,regularly,no,4.0,private,5 - 10,74,91,91,85.0,2.0
17986,male,associate's degree,standard,none,married,sometimes,no,2.0,school_bus,> 10,64,60,62,62.0,3.0
17987,male,master's degree,standard,none,married,regularly,yes,3.0,school_bus,5 - 10,93,94,96,94.0,2.0
17988,female,associate's degree,free/reduced,none,married,sometimes,no,6.0,private,< 5,50,62,61,58.0,1.0
17989,male,associate's degree,free/reduced,none,single,sometimes,no,4.0,school_bus,> 10,75,68,69,71.0,3.0
17991,male,high school,free/reduced,none,married,sometimes,no,3.0,private,< 5,53,62,54,56.0,1.0
17992,female,some college,standard,completed,divorced,sometimes,yes,4.0,private,< 5,77,88,97,87.0,1.0
17993,female,associate's degree,standard,none,divorced,sometimes,yes,0.0,school_bus,< 5,71,81,80,77.0,1.0
17995,male,some college,standard,completed,married,never,no,1.0,school_bus,< 5,81,78,78,79.0,1.0
17996,male,associate's degree,standard,completed,married,sometimes,yes,3.0,private,5 - 10,63,66,62,64.0,2.0
17997,female,some college,standard,none,divorced,regularly,yes,2.0,school_bus,5 - 10,47,58,59,55.0,2.0
17998,male,some college,free/reduced,none,married,never,yes,2.0,school_bus,< 5,31,35,30,32.0,1.0
17999,female,bachelor's degree,standard,completed,married,sometimes,yes,4.0,school_bus,5 - 10,89,100,100,96.0,2.0
18000,male,associate's degree,free/reduced,completed,divorced,regularly,no,6.0,school_bus,> 10,75,71,75,74.0,3.0
18001,female,high school,standard,none,single,regularly,yes,2.0,school_bus,5 - 10,72,79,72,74.0,2.0
18002,female,some college,free/reduced,none,married,regularly,no,3.0,school_bus,5 - 10,88,95,90,91.0,2.0
18003,male,high school,free/reduced,none,married,sometimes,yes,2.0,school_bus,> 10,62,63,58,61.0,3.0
18004,male,associate's degree,free/reduced,completed,divorced,sometimes,no,5.0,school_bus,5 - 10,46,41,42,43.0,2.0
18005,female,high school,free/reduced,none,single,never,yes,2.0,school_bus,5 - 10,45,43,50,46.0,2.0
18007,male,bachelor's degree,free/reduced,completed,divorced,regularly,yes,1.0,private,< 5,54,46,50,50.0,1.0
18008,female,high school,free/reduced,none,single,regularly,yes,3.0,private,5 - 10,61,57,52,57.0,2.0
18009,male,high school,standard,none,married,regularly,yes,2.0,private,> 10,62,58,59,60.0,3.0
18010,male,associate's degree,standard,none,married,sometimes,yes,0.0,school_bus,5 - 10,93,88,90,90.0,2.0
18011,male,associate's degree,free/reduced,none,married,never,no,2.0,school_bus,5 - 10,52,50,50,51.0,2.0
18012,male,some college,free/reduced,completed,married,sometimes,no,2.0,school_bus,> 10,75,74,71,73.0,3.0
18013,male,associate's degree,free/reduced,none,married,never,no,2.0,school_bus,5 - 10,74,68,72,71.0,2.0
18014,male,associate's degree,standard,completed,single,regularly,yes,2.0,private,5 - 10,82,66,68,72.0,1.8977295694940375
18015,female,associate's degree,standard,none,married,never,yes,3.0,private,> 10,79,85,84,83.0,3.0
18016,male,some high school,standard,none,married,sometimes,yes,0.0,private,< 5,37,41,33,37.0,1.0
18017,female,associate's degree,free/reduced,completed,divorced,regularly,yes,2.0,private,< 5,58,62,68,63.0,1.0
18018,male,high school,free/reduced,completed,divorced,never,yes,0.0,school_bus,5 - 10,69,72,69,70.0,2.0
18019,male,high school,standard,completed,married,sometimes,no,2.0,private,> 10,54,44,54,51.0,3.0
18020,female,associate's degree,standard,none,married,regularly,yes,4.0,school_bus,5 - 10,52,48,54,51.0,2.0
18021,female,some college,standard,none,divorced,never,yes,1.0,private,5 - 10,81,95,97,91.0,2.0
18022,female,some college,standard,none,divorced,regularly,yes,3.0,private,5 - 10,54,68,68,63.0,2.0
18023,male,associate's degree,standard,completed,married,sometimes,yes,3.0,school_bus,< 5,80,80,89,83.0,1.0
18024,male,master's degree,free/reduced,completed,married,sometimes,yes,2.0,school_bus,> 10,67,64,70,67.0,3.0
18025,male,associate's degree,standard,none,married,regularly,yes,5.0,private,< 5,86,84,83,84.0,1.0
18026,female,some high school,free/reduced,completed,single,sometimes,no,3.0,school_bus,5 - 10,65,73,81,73.0,2.0
18027,male,some high school,standard,none,married,sometimes,yes,0.0,school_bus,5 - 10,68,71,62,67.0,2.0
18028,female,high school,free/reduced,completed,married,regularly,no,5.0,school_bus,5 - 10,72,94,99,88.0,2.0
18029,female,bachelor's degree,standard,completed,married,regularly,no,3.0,school_bus,5 - 10,88,100,100,96.0,2.0
18031,male,some college,free/reduced,completed,married,sometimes,no,5.0,school_bus,5 - 10,59,71,65,65.0,2.0
18032,female,associate's degree,free/reduced,none,married,regularly,no,1.0,school_bus,5 - 10,61,75,79,72.0,2.0
18033,female,bachelor's degree,free/reduced,completed,married,regularly,yes,3.0,private,< 5,54,67,66,62.0,1.0
18034,female,bachelor's degree,free/reduced,none,single,sometimes,no,1.0,school_bus,> 10,64,65,68,66.0,3.0
18035,female,some college,free/reduced,none,single,sometimes,no,2.0,school_bus,< 5,70,81,76,76.0,1.0
18036,female,bachelor's degree,free/reduced,none,married,sometimes,yes,2.0,school_bus,5 - 10,63,57,68,63.0,2.0
18037,male,associate's degree,free/reduced,none,divorced,never,yes,1.0,school_bus,5 - 10,84,77,76,79.0,2.0
18038,male,some college,standard,none,married,never,yes,2.0,school_bus,> 10,99,96,89,95.0,3.0
18039,male,some college,standard,none,single,sometimes,yes,1.0,school_bus,5 - 10,71,69,62,67.0,2.0
18040,male,high school,standard,none,married,sometimes,yes,2.0,school_bus,5 - 10,90,79,80,83.0,2.0
18041,female,some high school,free/reduced,none,divorced,never,no,2.0,school_bus,> 10,51,66,63,60.0,3.0
18042,male,high school,standard,none,single,sometimes,yes,2.0,school_bus,< 5,57,53,52,54.0,1.0
18043,female,bachelor's degree,free/reduced,none,married,sometimes,yes,1.0,private,5 - 10,49,65,64,59.0,2.0
18044,female,bachelor's degree,standard,none,single,sometimes,yes,4.0,school_bus,5 - 10,80,77,76,78.0,2.0
18045,female,some high school,standard,none,single,sometimes,yes,0.0,school_bus,5 - 10,47,54,48,50.0,2.0
18046,female,high school,free/reduced,none,single,sometimes,yes,3.0,school_bus,5 - 10,69,80,75,75.0,2.0
18047,female,some high school,free/reduced,completed,single,regularly,yes,1.0,school_bus,5 - 10,46,56,57,53.0,2.0
18048,female,associate's degree,standard,none,married,sometimes,no,1.0,school_bus,< 5,72,81,85,79.0,1.0
18050,female,some high school,free/reduced,none,married,regularly,no,2.0,school_bus,> 10,50,56,58,55.0,3.0
18051,male,associate's degree,standard,completed,single,never,yes,2.0,private,5 - 10,64,59,58,60.0,2.0
18052,male,some high school,free/reduced,completed,divorced,sometimes,yes,3.0,school_bus,5 - 10,63,64,59,62.0,2.0
18053,male,some high school,standard,completed,married,regularly,yes,1.0,school_bus,< 5,68,67,60,65.0,1.0
18054,male,some college,free/reduced,none,married,regularly,yes,2.0,private,< 5,51,46,43,47.0,1.0
18055,male,some high school,standard,completed,divorced,sometimes,yes,1.0,private,< 5,65,66,59,63.0,1.0
18056,female,some college,standard,none,single,sometimes,yes,2.0,school_bus,5 - 10,46,60,63,56.0,2.0
18057,male,associate's degree,standard,completed,married,regularly,yes,4.0,school_bus,< 5,62,54,56,57.0,1.0
18058,female,some college,standard,completed,married,never,yes,0.0,school_bus,> 10,75,88,84,82.0,3.0
18059,male,associate's degree,free/reduced,none,married,sometimes,yes,1.0,school_bus,< 5,74,66,67,69.0,1.0
18060,female,associate's degree,free/reduced,completed,single,sometimes,yes,2.0,private,< 5,78,88,90,85.0,1.0
18061,female,high school,standard,completed,single,regularly,yes,1.0,school_bus,< 5,70,80,77,76.0,1.0
18062,male,associate's degree,standard,none,single,sometimes,yes,3.0,school_bus,> 10,75,72,66,71.0,3.0
18063,female,associate's degree,standard,none,divorced,sometimes,yes,3.0,private,5 - 10,49,59,61,56.0,2.0
18064,female,some high school,standard,completed,married,sometimes,yes,2.0,private,5 - 10,82,86,84,84.0,2.0
18066,male,associate's degree,standard,none,married,sometimes,yes,2.0,school_bus,5 - 10,97,80,77,85.0,2.0
18068,female,bachelor's degree,standard,none,married,never,no,1.0,private,< 5,59,57,64,60.0,1.0
18069,female,bachelor's degree,standard,none,married,sometimes,no,1.0,private,5 - 10,74,68,67,70.0,2.0
18070,female,some college,free/reduced,none,widowed,sometimes,no,2.0,private,> 10,63,75,74,71.0,3.0
18071,male,bachelor's degree,standard,none,divorced,sometimes,yes,2.0,school_bus,5 - 10,56,56,48,53.0,2.0
18072,female,bachelor's degree,standard,none,married,regularly,yes,2.0,school_bus,> 10,72,74,80,75.0,3.0
18073,female,associate's degree,standard,completed,single,sometimes,no,3.0,private,5 - 10,84,97,93,91.0,2.0
18074,female,some college,free/reduced,none,married,sometimes,no,2.0,private,5 - 10,59,74,75,69.0,2.0
18075,female,some high school,free/reduced,completed,married,never,yes,1.0,school_bus,5 - 10,50,66,71,62.0,2.0
18076,male,associate's degree,standard,completed,single,never,no,2.0,school_bus,< 5,52,51,51,51.0,1.0
18077,female,master's degree,free/reduced,completed,married,sometimes,no,2.0,private,< 5,72,96,86,85.0,1.0
18078,female,bachelor's degree,standard,none,single,regularly,yes,2.0,school_bus,5 - 10,63,90,83,79.0,2.0
18079,female,some college,free/reduced,none,single,sometimes,no,4.0,school_bus,5 - 10,67,83,80,77.0,2.0
18080,male,high school,free/reduced,none,single,sometimes,no,1.0,school_bus,5 - 10,40,39,35,38.0,2.0
18081,male,high school,standard,completed,married,regularly,yes,2.0,school_bus,< 5,93,88,90,90.0,1.0
18082,male,bachelor's degree,standard,none,divorced,sometimes,yes,4.0,school_bus,5 - 10,90,88,82,87.0,2.0
18083,male,bachelor's degree,standard,none,married,regularly,yes,3.0,school_bus,< 5,69,66,63,66.0,1.0
18084,male,some high school,free/reduced,completed,divorced,sometimes,yes,3.0,school_bus,5 - 10,62,71,70,68.0,2.0
18085,female,associate's degree,free/reduced,none,married,sometimes,yes,1.0,private,> 10,54,59,66,60.0,3.0
18086,female,bachelor's degree,standard,completed,divorced,regularly,yes,1.0,school_bus,> 10,76,92,96,88.0,3.0
18087,female,some high school,standard,completed,married,regularly,yes,1.0,school_bus,5 - 10,58,78,77,71.0,2.0
18088,female,associate's degree,standard,none,married,sometimes,yes,2.0,school_bus,5 - 10,75,75,77,76.0,2.0
18089,female,bachelor's degree,standard,none,divorced,never,yes,4.0,school_bus,5 - 10,66,85,80,77.0,2.0
18090,female,high school,free/reduced,none,single,regularly,no,1.0,school_bus,> 10,63,73,70,69.0,3.0
18091,female,master's degree,free/reduced,none,married,sometimes,no,3.0,private,< 5,31,43,40,38.0,1.0
18092,male,some high school,standard,none,single,never,yes,1.0,school_bus,> 10,68,65,52,62.0,3.0
18094,male,some college,standard,none,married,never,yes,3.0,private,> 10,97,82,79,86.0,3.0
18095,female,some college,free/reduced,none,married,sometimes,yes,2.0,school_bus,> 10,55,70,68,64.0,3.0
18096,male,bachelor's degree,free/reduced,none,married,regularly,yes,3.0,private,5 - 10,80,66,68,71.0,2.0
18097,female,some college,standard,none,married,never,yes,1.0,private,< 5,72,88,86,82.0,1.0
18099,male,some high school,standard,none,divorced,regularly,yes,3.0,school_bus,< 5,51,58,51,53.0,1.0
18100,male,some college,standard,none,single,regularly,yes,1.0,school_bus,< 5,66,69,62,66.0,1.0
18101,female,associate's degree,standard,none,married,never,yes,0.0,school_bus,5 - 10,75,83,88,82.0,2.0
18102,male,some college,standard,completed,married,never,yes,2.0,school_bus,5 - 10,55,59,58,57.0,2.0
18103,male,some college,free/reduced,none,single,sometimes,yes,4.0,school_bus,5 - 10,62,54,47,54.0,2.0
18104,female,some college,standard,none,divorced,sometimes,yes,4.0,school_bus,5 - 10,75,70,73,73.0,2.0
18105,male,some high school,free/reduced,none,married,regularly,yes,1.0,school_bus,5 - 10,62,64,57,61.0,2.0
18106,female,high school,free/reduced,none,single,never,yes,0.0,private,5 - 10,50,61,62,58.0,2.0
18107,female,some college,standard,none,single,regularly,yes,3.0,private,5 - 10,75,76,76,76.0,2.0
18108,male,high school,free/reduced,none,single,never,yes,3.0,school_bus,< 5,60,61,61,61.0,1.0
